0	[0.00655481219291687, 0.20802432298660278, 0.5258270502090454, 0.11147046089172363, -0.44181209802627563, -0.002509426325559616, -0.026733338832855225, -0.0060343146324157715, 0.08191269636154175, -0.17599475383758545, 0.6798622608184814, -0.029640711843967438, 0.09204632043838501, 0.32495439052581787, -0.01393716037273407, -0.5291160941123962, 0.4421122074127197, 0.0092715322971344, -0.7038329839706421, 0.43847206234931946, -0.21888381242752075, 0.010712504386901855, 0.011804580688476562, 0.6427383422851562, 0.15887236595153809, 0.006156269460916519, -0.09869381785392761, -0.03518635034561157, 0.26494038105010986, 0.03075993061065674, 0.011163830757141113, -0.1390538215637207, -0.017093181610107422, -0.13468557596206665, 0.17180845141410828, -0.6571464538574219, -0.21579605340957642, 0.04252767562866211, 0.007459346204996109, -0.1429281234741211, 0.059219956398010254, 0.1721828579902649, -0.031595826148986816, -0.1202353835105896, -0.006505072116851807, -0.053902268409729004, 0.3050989508628845, -0.04574847221374512, 0.008014574646949768, 0.136775404214859, -0.2048901915550232, -0.031253278255462646, 0.2060893177986145, -0.0073990598320961, 0.04901552200317383, -0.20116060972213745, -0.35648852586746216, -0.014198541641235352, 0.037251830101013184, 0.3007380962371826, -0.31130510568618774, 0.11079341173171997, 0.3578977584838867, 0.0012418776750564575, -0.46514126658439636, 0.48223721981048584, 0.5203857421875, 0.1740105152130127, -0.28144288063049316, -0.13740390539169312, 0.04129838943481445, 0.02155900001525879, 0.23197096586227417, 0.5274760127067566, 0.12402307987213135, -0.016961514949798584, 0.001163845881819725, -0.0009057633578777313, -0.022347450256347656, 0.1519559621810913, 0.0012850016355514526, 0.051061391830444336, -0.02489018440246582, 0.18490391969680786, -0.0488625168800354, 0.06231802701950073, 0.016076505184173584, 0.09966140985488892, -0.14662903547286987, 0.4032895863056183, -0.010634541511535645, -0.004646033048629761, 0.04592752456665039, -0.10259366035461426, 0.4381066858768463, 0.06405912339687347, 0.05544823408126831, 0.02706533670425415, -0.11002275347709656, -0.11006338894367218, 0.6559812426567078, -0.4331202805042267, 0.43371862173080444, -0.5342839360237122, -0.11874979734420776, 0.331911563873291, 0.007807374000549316, 0.11915981769561768, -0.24969881772994995, -0.0064285993576049805, -0.050677597522735596, -0.014069557189941406, -0.3810347318649292, 0.2149749994277954, 0.046307653188705444, -0.27814602851867676, 0.4104810953140259, 0.13508230447769165, -0.13276857137680054, -0.007247760891914368, 0.1138186901807785, 0.016357898712158203, -0.1051105260848999, 0.38536974787712097, 0.08467227220535278, -0.09400850534439087, -0.1040603518486023, -0.05134706199169159]
0	[0.08773547410964966, 0.39549142122268677, 0.9353238344192505, 0.378692626953125, -0.7321729063987732, -0.016396820545196533, -0.11710205674171448, -0.01129758358001709, 0.3438735008239746, -0.3236674666404724, 0.8534474968910217, -0.17949391901493073, 0.23912781476974487, 0.5567114949226379, -0.06720191240310669, -0.8049303889274597, 0.6782935261726379, 0.10914939641952515, -0.8165134787559509, -0.21788263320922852, -0.3288782835006714, 0.024965941905975342, 0.3370642066001892, 0.9592676162719727, 0.20522010326385498, -0.04552718997001648, -0.23988550901412964, -0.07452303171157837, 0.6794326305389404, 0.06157338619232178, -0.0024455785751342773, -0.1722835898399353, -0.023958444595336914, -0.2832662761211395, 0.19793203473091125, -0.7709892392158508, -0.34398210048675537, 0.16984468698501587, 0.033246785402297974, -0.4024001359939575, 0.06783837080001831, 0.7980242967605591, -0.027991026639938354, -0.18869167566299438, -0.006287711672484875, -0.21206732094287872, 0.65377277135849, -0.08747333288192749, 0.04399365186691284, 0.25244617462158203, -0.7856386303901672, 0.02640196681022644, 0.502798318862915, 0.2667168080806732, 0.08334171772003174, -0.7104887366294861, -0.793892502784729, -0.01375981979072094, 0.07678580284118652, 0.8427655696868896, -0.4159446954727173, 0.17311495542526245, 0.7152050733566284, 0.004175543785095215, -0.6776344180107117, 0.6832258701324463, 0.07022246718406677, 0.3062902092933655, -0.35734832286834717, -0.2777366042137146, 0.0670819878578186, -0.054185569286346436, 0.5008293390274048, 0.9261578917503357, 0.18707412481307983, -0.026077091693878174, -0.0027926787734031677, -0.00225091353058815, -0.03027290105819702, 0.37654370069503784, 0.015537172555923462, 0.14130234718322754, -0.12118339538574219, 0.15487048029899597, -0.07995623350143433, 0.09085977077484131, 0.021614432334899902, 0.17036843299865723, -0.18817616999149323, 0.3827711343765259, -0.026734620332717896, -0.027030587196350098, 0.11338996887207031, -0.13315284252166748, 0.6254703402519226, 0.3069103956222534, 0.08758246898651123, 0.03791618347167969, -0.14058363437652588, 0.705164909362793, -0.8786849975585938, -0.6512609720230103, 0.6020124554634094, -0.7919384837150574, -0.25369250774383545, 0.6180269122123718, 0.03304249048233032, 0.1363147497177124, -0.38477063179016113, -0.014652460813522339, -0.07163441181182861, -0.040513038635253906, -0.42341041564941406, 0.4165743887424469, 0.05423086881637573, -0.7068771123886108, 0.8134429454803467, 0.30422189831733704, -0.26302289962768555, -0.002416938543319702, 0.6195539236068726, 0.030439049005508423, -0.19968193769454956, 0.7472976446151733, 0.1431383490562439, -0.11229017376899719, -0.23764139413833618, -0.1564764380455017]
0	[0.48606961965560913, 0.4841938614845276, 0.7636311054229736, 0.8155866861343384, -0.8787013292312622, -0.029375672340393066, -0.05626840144395828, -0.020141780376434326, 0.5615541934967041, -0.46695181727409363, 0.9202381372451782, -0.3360190689563751, 0.4515814483165741, 0.7416788339614868, -0.22373075783252716, -0.909980833530426, -0.1987898349761963, 0.2689581513404846, -0.7856572866439819, -0.8929135799407959, -0.40957868099212646, 0.022395558655261993, 0.9399365186691284, 0.9899898171424866, 0.2394619584083557, -0.14641541242599487, -0.29636889696121216, -0.11261910200119019, 0.8696972131729126, 0.1258721947669983, -0.009651124477386475, -0.17932891845703125, -0.029622375965118408, -0.06633737683296204, 0.2879851460456848, -0.7819587588310242, -0.3823931813240051, 0.641262412071228, 0.036472782492637634, -0.6627957820892334, 0.06858962774276733, 0.862963855266571, -0.02348184585571289, -0.25366824865341187, -0.006052818149328232, -0.7368422150611877, -0.7533098459243774, -0.20711380243301392, 0.11196649074554443, 0.2875266671180725, -0.9813945889472961, 0.12536770105361938, 0.6894927024841309, 0.8066044449806213, 0.08869528770446777, -0.6205260753631592, -0.9225857257843018, -0.005146056413650513, 0.11353862285614014, -0.6082460880279541, -0.3883567154407501, 0.2048933506011963, 0.9030457735061646, 0.009014517068862915, -0.11191980540752411, 0.7525137662887573, 0.052191831171512604, 0.4910511374473572, -0.390785813331604, -0.3328434228897095, 0.07869136333465576, -0.33904367685317993, -0.5703475475311279, 0.9514746069908142, 0.34491193294525146, -0.03211468458175659, -0.008774913847446442, -0.009974107146263123, -0.036211252212524414, 0.7033171653747559, 0.05342632532119751, 0.2097286581993103, -0.22098730504512787, 0.04525822401046753, -0.10900336503982544, 0.09772366285324097, 0.02876591682434082, 0.2312590479850769, -0.23050573468208313, -0.09088683873414993, -0.04488980770111084, -0.0672750473022461, 0.15637463331222534, -0.14896517992019653, 0.747316300868988, 0.5211356282234192, 0.10576033592224121, 0.0433005690574646, -0.14642101526260376, 0.9507505893707275, -0.9934011697769165, -0.7574399709701538, 0.5537301898002625, -0.8672699928283691, -0.5657644271850586, 0.8358129262924194, -0.037210628390312195, 0.1374572515487671, -0.4399055242538452, -0.025207608938217163, -0.08594566583633423, -0.07483440637588501, -0.4337698817253113, 0.5341116189956665, 0.05239894986152649, -0.9203871488571167, 0.7941186428070068, 0.5451476573944092, -0.3246927559375763, 0.0035022497177124023, 0.8851133584976196, 0.03824140131473541, -0.23993903398513794, 0.9337799549102783, 0.16111212968826294, -0.1031724065542221, -0.525574803352356, -0.2835707366466522]
4	[0.7660377621650696, 0.4575657844543457, -0.9778932929039001, -0.20379993319511414, -0.5567378401756287, -0.03265300393104553, -0.9656668901443481, 0.1573554277420044, 0.7095483541488647, 0.8110188841819763, 0.9068266749382019, -0.821029543876648, 0.9106403589248657, 0.7366167902946472, 0.19870340824127197, -0.9554495811462402, -0.732272207736969, 0.5293666124343872, -0.6979147791862488, -0.9835578203201294, -0.31456130743026733, -0.031295955181121826, 0.9967400431632996, -0.7937413454055786, 0.1288953423500061, 0.8029484152793884, 0.16581201553344727, -0.061335861682891846, -0.9058851599693298, 0.4130398631095886, 0.024211466312408447, -0.1809297800064087, -0.023093044757843018, -0.9615461826324463, 0.6671382784843445, -0.6953897476196289, -0.2452269196510315, 0.7094162106513977, -0.08594286441802979, 0.16319358348846436, 0.03813689947128296, 0.9979144930839539, -0.032894790172576904, 0.016596496105194092, -0.00574907660484314, -0.9571539163589478, -0.9990518689155579, -0.4982891082763672, 0.15736699104309082, 0.34988540410995483, 0.48955830931663513, 0.5853098034858704, 0.9388430118560791, 0.963577151298523, 0.08176901936531067, 0.8987186551094055, -0.9299561381340027, 0.2257232666015625, 0.9286230802536011, -0.9377163052558899, -0.38539910316467285, 0.2029106467962265, -0.04434579610824585, -0.014980629086494446, 0.34371596574783325, -0.5225045084953308, 0.3041873574256897, 0.31525278091430664, -0.3582126200199127, 0.11521053314208984, 0.12997405230998993, -0.16301383078098297, -0.9945957660675049, -0.846554160118103, 0.24450582265853882, -0.022908151149749756, -0.011801108717918396, -0.018396615982055664, 0.29005715250968933, 0.22688794136047363, -0.9606630802154541, 0.9785613417625427, 0.7472957372665405, -0.9156864881515503, -0.06275445222854614, -0.324823260307312, 0.02494978904724121, 0.18574775755405426, 0.9239343404769897, -0.7098836898803711, -0.0602293461561203, -0.9942824244499207, 0.18189525604248047, -0.1591605842113495, 0.5773496031761169, 0.5829663872718811, 0.10676351934671402, 0.1551889181137085, -0.13638710975646973, 0.9556704759597778, -0.973657488822937, -0.4449716806411743, 0.4652178883552551, 0.9950639009475708, 0.628382682800293, 0.8234891891479492, -0.16140910983085632, 0.13759386539459229, -0.39181816577911377, -0.7645617723464966, -0.005598843097686768, -0.1160048246383667, -0.4247461259365082, 0.509814977645874, 0.09428507089614868, -0.8269901871681213, 0.6747695803642273, 0.8153729438781738, 0.30725306272506714, 0.4540134072303772, 0.9830589294433594, -0.12378346920013428, -0.22106581926345825, 0.934299647808075, 0.6906168460845947, 0.18602383136749268, 0.9075343608856201, 0.7939823269844055]
3	[-0.09189938008785248, 0.44157469272613525, -0.9987691044807434, -0.9772122502326965, -0.5931069850921631, 0.045970141887664795, 0.8172445297241211, -0.9329000115394592, -0.19021546840667725, -0.02416771650314331, 0.9633774757385254, 0.9724376797676086, -0.9954895377159119, 0.03795504570007324, -0.7187333106994629, -0.892140805721283, -0.8285294771194458, -0.8035539984703064, -0.23587244749069214, -0.9995747804641724, 0.9782482981681824, 0.7819292545318604, 0.9922834038734436, -0.8251745104789734, 0.4599055349826813, -0.9314661026000977, -0.7059727311134338, -0.26142024993896484, -0.9079168438911438, -0.6423213481903076, 0.8775068521499634, -0.32653746008872986, 0.11879688501358032, 0.9033350944519043, -0.6833834648132324, -0.6893827319145203, 0.24852275848388672, 0.7119322419166565, 0.18133151531219482, 0.646019697189331, -0.8254711627960205, -0.925709068775177, -0.8906347155570984, -0.9456393122673035, -0.8968309760093689, 0.5562296509742737, -0.9980494976043701, -0.5211771726608276, 0.9696972370147705, 0.0016585588455200195, 0.9492397308349609, 0.7242223024368286, -0.8059731125831604, 0.9754955768585205, 0.197948157787323, 0.860256552696228, -0.9655562043190002, 0.9732003211975098, -0.9881540536880493, -0.9539905786514282, -0.381308376789093, -0.1290796399116516, -0.9883838295936584, 0.27762192487716675, 0.4633420705795288, 0.736740231513977, -0.7121264338493347, 0.28210633993148804, 0.3186059594154358, 0.2592780888080597, 0.013699203729629517, -0.5898365378379822, -0.9975343942642212, -0.992867648601532, 0.35630273818969727, -0.6291468739509583, -0.8038015365600586, -0.03839594125747681, -0.7985771298408508, -0.6789223551750183, 0.766676664352417, 0.8179810047149658, -0.2804030478000641, -0.8934969902038574, 0.5350318551063538, -0.3592802882194519, 0.0001777857542037964, -0.9313596487045288, -0.9799489378929138, -0.9754428267478943, 0.8666834831237793, 0.9920280575752258, 0.31806665658950806, 0.15578681230545044, 0.3693338632583618, 0.5543490648269653, -0.43155860900878906, -0.959761381149292, 0.11001479625701904, 0.44903409481048584, -0.9929062724113464, -0.1511009931564331, 0.4640873670578003, -0.8009114265441895, -0.6970715522766113, 0.8730028867721558, -0.8555375337600708, 0.13786238431930542, -0.34557515382766724, 0.9855735898017883, 0.509325385093689, 0.07525861263275146, -0.34444963932037354, 0.5050127506256104, 0.39233487844467163, -0.699567973613739, 0.5855963826179504, 0.4372554421424866, 0.32323330640792847, 0.9280558228492737, 0.9981279373168945, -0.8564139604568481, -0.40202635526657104, 0.12559057772159576, -0.7634367346763611, 0.1980735957622528, 0.9720910787582397, -0.8317327499389648]
0	[-0.09352262318134308, 0.4415920376777649, -0.9977327585220337, -0.9772128462791443, 0.8637730479240417, 0.04353991150856018, 0.8085542321205139, -0.8493534326553345, -0.18995916843414307, -0.02190619707107544, 0.894041895866394, 0.1378857046365738, 0.8834974765777588, 0.03529477119445801, -0.719414234161377, -0.8713664412498474, -0.8259475231170654, -0.787060558795929, -0.029814183712005615, -0.6669723987579346, 0.9370793700218201, 0.7623262405395508, 0.9922832250595093, -0.8250464797019958, 0.46071478724479675, -0.8902295827865601, -0.4644845724105835, -0.2115073800086975, -0.9280069470405579, -0.5736969113349915, 0.8788509368896484, -0.3269064724445343, 0.07909822463989258, 0.6026031970977783, -0.5939182043075562, 0.32805997133255005, 0.24837736785411835, 0.7119863629341125, 0.16013461351394653, 0.5336453318595886, -0.8167959451675415, -0.9584508538246155, -0.8896263837814331, -0.9195007681846619, -0.8971356153488159, 0.14114654064178467, -0.9980494976043701, -0.7355136871337891, 0.9688157439231873, -0.7251009941101074, 0.9492404460906982, -0.3503277897834778, -0.7858661413192749, 0.9754285216331482, 0.19026106595993042, 0.8588535785675049, -0.9653246402740479, 0.9481818079948425, -0.9642087817192078, -0.9520421028137207, -0.37830889225006104, -0.12898069620132446, -0.9883798360824585, 0.27719706296920776, 0.5849644541740417, 0.6129267811775208, -0.6191484332084656, 0.04759305715560913, 0.8966918587684631, 0.2548474669456482, 0.014897085726261139, -0.5863735675811768, -0.9959377646446228, -0.9928739666938782, -0.087119460105896, -0.6291154623031616, -0.8039610385894775, -0.038909733295440674, -0.7958089709281921, -0.6318754553794861, 0.7577696442604065, 0.8186100721359253, -0.28363466262817383, -0.8930554389953613, 0.4214734435081482, 0.0554577112197876, -0.10709910094738007, -0.9302855730056763, -0.7257184386253357, -0.9538902044296265, 0.8666896224021912, 0.9825116395950317, 0.3184817135334015, 0.3038089871406555, 0.3328780233860016, 0.5542597770690918, -0.43080851435661316, -0.9425140619277954, 0.1102217435836792, 0.8428666591644287, -0.9576159715652466, -0.11181771755218506, 0.5620957612991333, -0.7763444781303406, -0.6934295892715454, 0.9011682271957397, -0.8546942472457886, 0.14114540815353394, -0.3461427688598633, 0.983649492263794, 0.48798060417175293, 0.02755153179168701, 0.9296709299087524, 0.5062931776046753, 0.40619754791259766, -0.6773613691329956, 0.5856269598007202, 0.4414932429790497, 0.33599627017974854, 0.4662216901779175, 0.9979311227798462, -0.8563902378082275, -0.4027676582336426, 0.11267292499542236, -0.7704539895057678, 0.6823326945304871, 0.9729332327842712, -0.7748241424560547]
1	[0.16603456437587738, 0.4505881667137146, -0.6981689929962158, -0.9856929779052734, 0.9760822653770447, -0.8238731026649475, 0.5877543687820435, -0.88393235206604, -0.19886767864227295, -0.18989557027816772, -0.9384821653366089, 0.9752102494239807, 0.953212320804596, -0.8606817722320557, -0.9868823885917664, 0.07819944620132446, -0.5670320391654968, -0.6875368356704712, 0.8246851563453674, 0.40116405487060547, 0.9565863609313965, 0.5773898959159851, 0.9910759925842285, -0.8247268795967102, 0.8096857070922852, -0.8602487444877625, 0.9615797996520996, 0.17759263515472412, -0.9281446933746338, 0.7890666127204895, -0.9373663067817688, -0.7522302269935608, -0.9205753803253174, 0.3169437646865845, -0.6021925806999207, 0.7191170454025269, 0.3063013553619385, -0.06866347789764404, 0.11863261461257935, 0.5158502459526062, -0.8176339268684387, -0.9649959802627563, -0.8943964242935181, -0.9128803610801697, -0.1575130820274353, -0.9130367040634155, -0.9979463815689087, 0.9955736994743347, 0.051102638244628906, -0.8781340718269348, 0.9387603998184204, -0.6971513628959656, 0.9992219805717468, 0.9733332395553589, -0.9793304204940796, 0.8515819907188416, -0.9428828954696655, 0.8627085089683533, -0.9281622171401978, -0.9382269382476807, -0.10786634683609009, -0.08210563659667969, -0.9884546399116516, 0.4025546908378601, 0.4820532202720642, 0.8191859722137451, 0.8482151627540588, -0.7682176828384399, 0.9761893153190613, 0.2511625587940216, -0.23800909519195557, -0.3942157030105591, -0.9951311945915222, -0.9873416423797607, 0.9675167798995972, -0.6327147483825684, -0.8651704788208008, -0.1404268741607666, -0.9212989807128906, 0.7455568909645081, 0.7551195621490479, 0.7638970017433167, -0.769027829170227, -0.8664231896400452, -0.9847231507301331, 0.3448053002357483, 0.9990489482879639, -0.9313792586326599, -0.8469124436378479, -0.48482751846313477, 0.8632059097290039, 0.9650353193283081, -0.5681735277175903, 0.4956280589103699, -0.5098317861557007, 0.5449406504631042, 0.3486135005950928, -0.6801532506942749, 0.06657230854034424, -0.9788382053375244, -0.9912483096122742, 0.057744383811950684, 0.7768958806991577, -0.8014295697212219, -0.7577385306358337, -0.792413055896759, -0.854608952999115, 0.1671401858329773, -0.4001057744026184, -0.6204677224159241, -0.9759035110473633, 0.9600832462310791, 0.9997231364250183, 0.545304536819458, 0.3146819770336151, 0.01840442419052124, 0.5958696603775024, 0.16999486088752747, 0.3382132649421692, 0.7035859227180481, 0.9958640933036804, 0.47680985927581787, -0.6745212078094482, -0.5578333735466003, 0.9941970109939575, -0.7445608973503113, -0.6998839378356934, 0.954560399055481]
0	[0.16592004895210266, 0.46305662393569946, -0.6926808953285217, -0.9856961965560913, 0.9977904558181763, -0.8242952227592468, 0.5892807245254517, -0.8807603120803833, -0.18710380792617798, -0.1898864358663559, -0.9339242577552795, 0.47344374656677246, 0.9488228559494019, -0.8607392907142639, -0.986111044883728, 0.03678089380264282, -0.5254687070846558, -0.6870434880256653, 0.5945702791213989, 0.462551474571228, 0.9221417903900146, 0.5614712238311768, 0.9910759925842285, -0.8065909147262573, 0.809704065322876, 0.48297756910324097, 0.9514502286911011, 0.24526864290237427, -0.9900336861610413, 0.7946951985359192, -0.9364618062973022, -0.7516393065452576, -0.9206942319869995, -0.11915305256843567, -0.530100405216217, 0.917452335357666, 0.052867233753204346, -0.0681142807006836, -0.08431291580200195, -0.17009001970291138, -0.8147958517074585, -0.9724751114845276, -0.9030824899673462, -0.9090830683708191, -0.2591356039047241, -0.9214639663696289, -0.9979423880577087, 0.9954739212989807, 0.051670074462890625, -0.9005021452903748, 0.9387611746788025, -0.9263984560966492, 0.9990144968032837, 0.9731729626655579, -0.9615430235862732, 0.8513558506965637, -0.9264673590660095, 0.8274741768836975, -0.9106188416481018, -0.9381227493286133, -0.014223992824554443, -0.06840717792510986, -0.9871026873588562, 0.39925867319107056, 0.6457642912864685, -0.35810399055480957, 0.8513514995574951, -0.432340145111084, 0.9935912489891052, -0.026008009910583496, -0.19498854875564575, -0.39096587896347046, -0.8985788226127625, -0.9873247146606445, 0.9549210667610168, -0.6326995491981506, -0.8651776313781738, -0.14041578769683838, -0.904119074344635, 0.7436710596084595, 0.7442013621330261, 0.7603592872619629, -0.768807590007782, -0.8658142685890198, -0.9846952557563782, 0.3017134666442871, 0.9985992908477783, -0.9285595417022705, -0.7111291885375977, -0.5871471166610718, 0.8634974360466003, 0.9063075184822083, -0.5634136199951172, 0.5430605411529541, 0.23896855115890503, 0.544943630695343, 0.3486933708190918, -0.6323779821395874, 0.0665968805551529, -0.36665600538253784, -0.9894238710403442, 0.17170928418636322, 0.894405722618103, -0.7980223894119263, -0.7570222616195679, -0.7946482300758362, -0.8508192300796509, 0.2781078815460205, -0.4012981653213501, -0.6903010606765747, -0.9746734499931335, 0.9564993381500244, -0.5769507884979248, 0.5455989241600037, 0.3339354395866394, 0.019382774829864502, 0.6035747528076172, 0.21973004937171936, 0.0026598572731018066, 0.7121625542640686, 0.9837923049926758, 0.47616761922836304, -0.6807538270950317, -0.5633355379104614, 0.9877136945724487, -0.46723753213882446, -0.6025861501693726, 0.9033944606781006]
0	[0.1674657166004181, 0.7362185716629028, -0.373426616191864, -0.9874598383903503, 0.9685856699943542, -0.8272404074668884, 0.5206746459007263, -0.8752312064170837, -0.0800483226776123, -0.2840114235877991, -0.9894915223121643, 0.04850427061319351, 0.9484373331069946, -0.8636903762817383, -0.981193482875824, -0.4993436634540558, 0.10192912817001343, -0.6755748391151428, -0.6691569089889526, 0.8394936919212341, 0.47513043880462646, 0.5239787101745605, 0.9910776019096375, -0.3437844514846802, 0.8199938535690308, 0.6318097114562988, 0.7712481021881104, 0.2321665734052658, -0.9907217025756836, 0.8346226811408997, -0.9262039065361023, -0.790626049041748, -0.9213439226150513, -0.11454814672470093, 0.6246485710144043, -0.8796811103820801, -0.920269787311554, -0.05415123701095581, -0.3866390585899353, -0.8559266328811646, -0.8092508316040039, -0.9817440509796143, -0.9432539939880371, -0.9083030819892883, -0.18691393733024597, -0.9682550430297852, -0.986349880695343, 0.9941051006317139, -0.08230870962142944, -0.34113457798957825, 0.8539220690727234, -0.7987776398658752, 0.9983813166618347, 0.95490962266922, -0.9664950966835022, 0.8468779921531677, -0.5788467526435852, 0.81756192445755, -0.6015926003456116, -0.9265813231468201, 0.24230927228927612, 0.2872123122215271, -0.9747582077980042, 0.39982306957244873, 0.47956568002700806, 0.9560117721557617, 0.5099435448646545, -0.2982437312602997, 0.9947081804275513, -0.521245002746582, -0.17184719443321228, -0.3440682291984558, -0.8696905374526978, -0.7607747316360474, 0.9578063488006592, -0.6327348947525024, -0.865266740322113, -0.14035886526107788, -0.9050406217575073, 0.7456165552139282, 0.7332499027252197, 0.7104119062423706, -0.7812463045120239, -0.45708978176116943, -0.9837276935577393, 0.38555943965911865, 0.9985731840133667, -0.9231544733047485, -0.8688220977783203, -0.804144024848938, 0.8580829501152039, 0.7407780885696411, -0.6197136044502258, 0.599828839302063, 0.5265200138092041, 0.5336710214614868, 0.38078898191452026, -0.17706948518753052, -0.018498003482818604, -0.8939510583877563, 0.9387233257293701, 0.46553927659988403, 0.9196716547012329, -0.9831526875495911, -0.7586331367492676, -0.9787359833717346, -0.8466655611991882, 0.3360608220100403, -0.4148722290992737, -0.8814332485198975, -0.9754257202148438, 0.9571142792701721, -0.8241734504699707, 0.5495079159736633, 0.41796034574508667, 0.13613438606262207, 0.8053526282310486, -0.6976537704467773, -0.015706777572631836, 0.7130922079086304, 0.5100445747375488, 0.46969231963157654, -0.7286287546157837, 0.4547238051891327, 0.9913235902786255, -0.4929683804512024, -0.7624892592430115, 0.7082384824752808]
2	[-0.9632831811904907, 0.988736093044281, -0.8102521896362305, -0.9995530843734741, 0.45673686265945435, -0.872191846370697, 0.48451241850852966, 0.340126097202301, -0.8785804510116577, -0.9552261829376221, -0.9970601201057434, -0.02510363608598709, -0.6625810265541077, -0.849758505821228, -0.9819434285163879, 0.5193326473236084, -0.6595004200935364, 0.14297431707382202, 0.6032146215438843, -0.9653410315513611, -0.9672423601150513, 0.9782102108001709, 0.9921804070472717, -0.8254958391189575, -0.6611409187316895, 0.8616236448287964, 0.871531069278717, 0.439888060092926, -0.9910860061645508, -0.973417341709137, -0.6904482841491699, -0.31935709714889526, -0.61991947889328, 0.9076205492019653, 0.9962321519851685, 0.6071035265922546, 0.9977690577507019, 0.11928665637969971, 0.926228940486908, -0.9536733627319336, -0.8116198778152466, -0.9816878437995911, -0.9981175661087036, -0.9645588397979736, 0.1622006893157959, -0.701049268245697, -0.9520814418792725, 0.9927258491516113, 0.5803702473640442, -0.5874747037887573, 0.9830517768859863, 0.6678605079650879, -0.79709792137146, 0.7075951099395752, -0.9864611029624939, 0.6556031107902527, 0.9875884652137756, 0.8506687879562378, -0.9519076347351074, -0.9320061802864075, 0.6136945486068726, -0.9517415165901184, -0.9105921387672424, -0.8401098251342773, 0.5851824283599854, -0.9919520020484924, 0.25930824875831604, -0.8743892312049866, 0.9964568614959717, -0.9600411653518677, -0.5293890237808228, 0.8881132006645203, -0.8598270416259766, -0.9020972847938538, 0.7958977818489075, -0.6326075196266174, -0.8692420125007629, -0.13937729597091675, 0.300708532333374, -0.03570699691772461, -0.9662548899650574, -0.9883257150650024, 0.987294614315033, 0.8223127722740173, -0.9742802977561951, -0.6946724653244019, 0.9410606622695923, -0.5857557058334351, -0.8763043880462646, -0.9682660102844238, 0.48464667797088623, 0.9933963418006897, 0.5626274943351746, 0.6385066509246826, -0.32138532400131226, 0.4989042282104492, -0.8740420937538147, -0.9821279644966125, -0.7505264282226562, 0.1503821611404419, 0.8648638129234314, 0.6346181631088257, -0.7369329333305359, -0.9998574256896973, -0.7528641223907471, -0.9876313209533691, 0.9897990822792053, 0.6380646228790283, -0.07540714740753174, 0.8815976977348328, 0.47967350482940674, 0.9237738847732544, 0.6362860202789307, 0.5248795747756958, -0.6698950529098511, 0.7888427972793579, -0.7833032608032227, -0.9463973641395569, 0.027762949466705322, 0.7858209609985352, 0.6722784042358398, 0.1636757254600525, -0.2481287717819214, 0.9665532112121582, -0.7370786666870117, 0.4467792809009552, 0.8597446084022522, 0.9266067743301392]
